"text","staff","amenities","food/drinks","cleanliness","location"
"the reception and front office is very bad",0,0,0,0,0
"This hotel is extremely clean for what you pay for and the room is actually a comfortable size.",0,0,0,1,0
"If you are heading down to DJais and BarA with your squad pile in here because you are going to spend a million dollars at the bar and the cheap ubers from here and hotel price sorta help you out a little",0,0,1,0,0
"Clean rooms and pool",0,0,0,-1,0
"at 8am the breakfast was very light nothing to eat apart kellogs and if you do not like!",0,0,0,0,0
"Hallways were hot and stuffy plus they smelled of cigarette and marijuana smoke.",0,0,0,0,0
"Never been so close to walking away and driving home.",0,0,0,0,0
"Very clean room and pool.",0,0,0,1,0
"Breakfast sucked and was practically non-existent one morning.",0,0,0,0,0
"The front desk staff was less than friendly.",0,0,0,0,0
"no pool the ac didnt work the wall hole no breakfast",0,0,0,0,0
"Hallways room dirty.",0,0,0,0,0
"No information on local activities or maps of area.",0,0,0,0,0
"Room and halls were dirty hotel noisy all night.",0,0,0,0,0
"Rooms needed to be cleaned better.. smelled like mildew pool needed  to be cleaned .. ac needed to be cleaned  out n fixed  .and most of all the drug trafficking  was horrendous along with the weed smell..",0,0,0,0,0
"Otherwise the staff is friendly and helpful and the new pool is fantastic.",1,0,0,0,0
"Good location in old town and close to Burriana beach.",0,0,0,0,0
"Hotel clean  quiet.",0,0,0,1,0
"Amazing staff and location great.",1,0,0,0,1
"Train at night was too loud.",0,0,0,0,0
"Definitely thumbs up had the best 4th of July the resort includes park tickets which is a huge help we will definitely do this again can’t wait to come back.",1,0,1,0,1
"Would be helpful to know when water park is not open",0,0,0,0,0
"Hotel was a bit dated and still and now non smoking rooms once smoking still smell.",0,0,0,0,0
"Great water park great staff great activities for kids",1,0,0,0,0
"Great staff simple room wonderful location.",1,0,0,0,1
"STAFF WAS GREAT VERY HELPFUL ROOMS WERE OLD AND NEED MUCH TLC.",1,0,0,0,0
"CLEANING OF THE ROOM WAS HIT AND MISS.",0,0,0,0,0
"A train pass every hour at 50 ft from the rooms The water park resort look abandoned We were one of the only people there worse then a horror movie.",0,0,0,0,0
"Stay away in offf season times it may be ok for locals to drink beer and drive you 4x4 but not to relax or travel here.",0,0,0,0,0
"Also in the middle of the night we hear some screams that was fun in addition of the train noises.",0,0,0,0,0
"We had a great time especially using the shuttle service going back and fourth to Wurst Fest.",1,0,0,0,0
"Good price clean a bit dingy.",0,0,0,1,0
"Only access to food nearby was a student food hall.",0,0,0,0,0
"The staff was personal and helpful.",1,0,0,0,0
"The location is perfect for a child attending Rutgers...especially on the Cook/Douglas campus.",0,0,0,0,1
"The property was good - room was clean and front desk was great.",0,0,0,1,0
"Some complimentary coffee would have been well received in the AM.",0,0,0,0,0
"No breakfast The corking around the bath tub was discovered deeds to be cleaned up or replaced",0,0,0,0,0
"Staffs are friendly however the hotel is really outdated.",0,0,0,0,0
"Staff is very nice.",1,0,0,0,0
"It was very nice and at a what is uper green location.",0,0,0,0,1
"We walked around and really enjoyed it.",0,0,0,0,1
"The location was great.",0,0,0,0,1
"I found a couple of hairs on the pillow and they smelled like sweat.",0,0,0,0,0
"I could hear people walking around and talking in the hallway because of bad sound-proof.",0,0,0,0,0
"If you have a business at Rutgers it has a convenient location.",0,0,0,0,1
"If not it is too far away from the downtown and the restaurants.",0,0,0,0,0
"Clean quiet place to stay I have stayed several times and probably will return.",0,0,0,1,0
"It is convenient for me as I am a graduate student in Rutgers and my family lives two hours away from the university.",0,0,0,0,0
"The staff was helpful and friendly.",1,0,0,0,0
"The room hallways and grounds were all clean and well kept.",0,0,0,-1,0
"No breakfast served and pool was closed.",0,0,0,0,0
"However breakfast is no longer served unlike before.",0,0,0,0,0
"beautiful area nice people  clean comfortable rooms.",0,0,0,1,1
"Pleasant employees and a nice breakfast.",1,0,1,0,0
"Quiet area with alot to do all around.will definitely go back.",0,0,0,0,1
"Room had an overwhelming musty smell.",0,0,0,0,0
"The staff was nice the lobby was large and pleasant and the breakfast was good but the room was very old and smelly.",0,0,0,0,0
"The furniture was old and minimal and the carpet was old and dirty.",0,0,0,0,0
"It just smelled old and musty.",0,0,0,0,0
"Bed linens were clean but chair and carpet needed to be cleaned wicked!",0,0,0,-1,0
"Great value compared to other accommodations in the vicinity.",0,0,0,0,1
"Great food and shopping right in the premises and around.",0,0,1,0,0
"The room is big what is uper clean and the bed very comfortable.",0,0,0,1,0
"The room was adequate and clean enough---just the minimum for one night and quiet enough to sleep.",0,0,0,-1,0
"The staff was exceptional and made up for the rather barren room.",1,0,0,0,0
"The motel was extremely clean and the staff was very helpful.",1,0,0,1,0
"The motel is a little older but the price was more than fair considering the time of year and the location of the facility.",0,0,0,0,1
"Definitely would stay again if in the area!",0,0,0,0,1
"Friendly and responsive staff.",1,0,0,0,0
"I stayed for one night it was decent for the night .. Was a little dirty around the edges and the tv did not work by boyfriend had to pull the dresser out to fix the plugs also there was an old odor masked by a harsh cologne coming in.",0,0,0,0,0
"caretaking staff.gud location.",1,0,0,0,1
"nearby shopping centre.",0,0,0,0,1
"Night staff very unhelpful.",0,0,0,0,0
"Day time staff more helpful.",1,0,0,0,0
"Breakfast!! !",0,0,-1,0,0
"Room was not clean when I reached.",0,0,0,0,0
"Had to call the housekeeping staff to clean it.",0,0,0,0,0
"We were 'upgraded ' the manager told us !",0,0,0,0,0
"my stay here is awesome good hotel food is so tasty ....good services",1,0,1,0,0
"Not good waste of money  rude behaviour",0,0,0,0,0
"as I am having the local I would ..hotel staff did not allow me to stay in night.",0,0,0,0,0
"Hotel and food was very good",0,0,1,0,0
"Room is very dirty  Toilets areare not clean Dirty blenkets very bad smell in room.",0,0,0,0,0
"its really... good  hotel in this city  on time services good staffs and food is so good......its my stay here is so joyfully........",1,0,1,0,0
"Extreme noise from music at bar.",0,0,0,0,0
"Okay neighborhood.",0,0,0,0,0
"Friendly.",1,0,0,0,0
"staff.",-1,0,0,0,0
"I can understand the noise as it is not a great area - but for a 3 star hotel I cannot understand that the duvet is full off holes no toilet paper in toilet and no towels in bathroom.",0,0,0,0,0
"Place is a dirty mess!! !",0,0,0,0,0
"Good friendly staff from security right through to all members",1,0,0,0,0
"The services were very good it was on time everything was quick and accurate no issues.",1,0,0,0,0
"Complimentary breakfast was really good it was tasty with quality I liked it.",0,0,1,0,0
"Staff was good but they could have been more what is upportive due to which they in hospitality.",0,0,0,0,0
"Room was very comfortable available with all basic needs and well maintained with hygiene.",0,0,0,1,0
"Location was quite convenient to travel and approach with good connectivity.",0,0,0,0,1
"Hotel appearance was nice proper parking area but I have not utilized it.",0,0,0,0,0
"Services were accurate they were prompt and on time no issues.",1,0,0,0,0
"Breakfast was not so tasty even there were very limited options available it was not satisfied.",0,0,0,0,0
"Location was great it was convenient to travel and easy to get transportation facility.",0,0,0,0,1
"Staff was good they were well behaved and co-operative.",1,0,0,0,0
"The appearance was excellent and clean.",0,0,0,1,0
"Front desk appearance was good and lobby facility Staff was co-operative and helpful.",0,0,0,0,0
"Service was perfect and accurate Staff nature was polite.",1,0,0,0,0
"Breakfast quality and variety were good.",0,0,1,0,0
"Location was excellent and near to my workplace also.",0,0,0,0,1
"The room was clean and well maintained but it was not that spacious.",0,0,0,1,0
"Also the services were as accurate and efficient as the staff was very attentive and polite.",1,0,0,0,0
"Even the location was very good as the connectivity was good which was very easy to access and convenient to travel.",0,0,0,0,1
"The location was good as the accessibility was good but due to narrow roads it was a bit difficult to reach the hotel location.",0,0,0,0,1
"Everything was excellent at the hotel as the services were prompt and efficient also the staff was polite and co-operative.",1,0,0,0,0
"Even the food was excellent in its taste and quality.",0,0,1,0,0
"The service provided at the hotel was good and on time provided and the staff behavior was good and they were accurate and quick in their work.",0,0,0,0,0
"The food service provided at the hotel was good and it was tasty.",1,0,1,0,0
"Though the room quality was good as it was clean and well maintained but the network connectivity was not good and the location of the hotel was not easily accessible as they was no proper sign board installed at the main road so I suggest the hotel to improve it.",0,0,0,0,0
"The services were very nice with great response there was no any delay everything was good.Location was nearest to metro station and easy to get transportation facility convenient location.Hotel appearance was very nice with good reception area and sitting space.I had breakfast it was really tasty I liked it even the quality was good its satisfied.Room was good its comfortable nothing special all fine its manageable.Staff was co-operative they were well behaved and friendly.Overall it was great.",1,0,1,0,1
"The room was well maintained very neat and clean with all basic amenities and tidy washrooms.Food was tasty i really liked its taste and quality with satisfied rates.Services were not up to the mark there was huge delay and negligence which was not acceptable as i waited for long time.Location was close to the city easy to travel with good connectivity convenient location.Hotel appearance was nice with proper space.Staff was polite and co-operative they were really well behaved.",1,0,1,1,0
"The location was really good as it was easily accessible and convenient to travel.",0,0,0,0,1
"The services were accurate and efficient also the staff was very what is upportive and polite.",1,0,0,0,0
"The room was really nice as it was clean and well maintained with all the amenities.",0,0,0,1,0
"Services were excellent it was time there was no any delay their response was very positive.",1,0,0,0,0
"Food was average the taste was okay just eatable but it was bit expensive.",0,0,1,0,0
"Location was easily reachable to metro convenient to travel and approach.",0,0,0,0,1
"Hotel appearance was good but the parking area was congested.",0,0,0,0,0
"Staff was very nice they were well behaved.",1,0,0,0,0
"The location was good as it was easily accessible and convenient to travel.",0,0,0,0,1
"And the staff at the front desk were very co-ordinative and polite also the services were accurate and efficient.without any delay.",1,0,0,0,0
"Even the food was very delicious and hygienic.",0,0,1,0,0
"Food quality is average Toilet basin is not up to the standard",0,0,0,0,0
"Clean room.",0,0,0,-1,0
"Checked out very early - so can not comment on the free breakfast.",0,0,1,0,0
"Location of the hotel was convenient to travel as it was nearby my workplace so it was easy to access and the interior of the hotel was good.",0,0,0,0,1
"The staffs at the hotel were co-operative and polite and their service was good.",1,0,0,0,0
"The room quality was good as it was clean and spacious.",0,0,0,1,0
"The food quality was good as it was tasty and hygienic.",0,0,1,0,0
"The location of the hotel was bit inconvenient to travel as it was located behind the main road so it was not so easily accessible and the interior of the hotel was well furnished and well maintained.",0,0,0,0,1
"The staff at the front desk were co-operative and helpful and accurate in their work but the service was not up to the mark so I suggest the hotel to improve it.",1,0,0,0,0
"The room quality was well maintained and clean with all the necessary facilities.",0,0,0,1,0
